team,win_prob,win,season,date,upset_win,upset_loss
Atlanta United,0.7667105034612404,0.5,2017,2017-07-29,NA,NA
Seattle Sounders,0.4789229775529571,0.5,2017,2017-07-29,NA,NA
Vancouver Whitecaps,0.24165635738553948,1,2017,2017-07-29,1,NA
Portland Timbers,0.32322224549282874,0.5,2017,2017-07-29,NA,NA
DC United,0.35174957712101707,0,2017,2017-07-29,0,NA
Columbus Crew,0.379021961493194,0.5,2017,2017-07-29,NA,NA
Colorado Rapids,0.3710816396826503,0,2017,2017-07-29,0,NA
Chicago Fire,0.39397748824119516,0,2017,2017-07-29,0,NA
Philadelphia Union,0.3776434544819329,0,2017,2017-07-29,0,NA
Montreal Impact,0.2945239066390234,0,2017,2017-07-29,0,NA
Orlando City,0.23328949653875963,0.5,2017,2017-07-29,NA,NA
Toronto FC,0.681275473998654,1,2017,2017-07-30,NA,0
New York City,0.31872452600134604,0,2017,2017-07-30,0,NA
San Jose Earthquakes,0.599982865157027,1,2017,2017-08-05,NA,0
Colorado Rapids,0.5175275730237888,0.5,2017,2017-08-05,NA,NA
Real Salt Lake,0.569274339972106,0.5,2017,2017-08-05,NA,NA
Chicago Fire,0.7335092543863448,1,2017,2017-08-05,NA,0
Minnesota,0.45360152842648715,0,2017,2017-08-05,0,NA
Montreal Impact,0.6572794874942057,1,2017,2017-08-05,NA,0
DC United,0.30768513821726295,0.5,2017,2017-08-05,NA,NA
Philadelphia Union,0.5085315625943206,1,2017,2017-08-05,NA,0
Columbus Crew,0.40001713484297297,0,2017,2017-08-05,0,NA
Vancouver Whitecaps,0.4824724269762112,0.5,2017,2017-08-05,NA,NA
Houston Dynamo,0.43072566002789403,0.5,2017,2017-08-05,NA,NA
New England Revolution,0.26649074561365516,0,2017,2017-08-05,0,NA
Seattle Sounders,0.5463984715735128,1,2017,2017-08-05,NA,0
Orlando City,0.3427205125057943,0,2017,2017-08-05,0,NA
Toronto FC,0.692314861782737,0.5,2017,2017-08-05,NA,NA
FC Dallas,0.49146843740567936,0,2017,2017-08-05,0,NA
Sporting Kansas City,0.6343685201169194,0.5,2017,2017-08-06,NA,NA
New York City,0.6462240541681691,1,2017,2017-08-06,NA,0
Portland Timbers,0.6767404301311024,1,2017,2017-08-06,NA,0
Atlanta United,0.36563147988308065,0.5,2017,2017-08-06,NA,NA
New York Red Bulls,0.3537759458318309,0,2017,2017-08-06,0,NA
Los Angeles Galaxy,0.3232595698688976,0,2017,2017-08-06,0,NA
Los Angeles Galaxy,0.47624261131483386,0,2017,2017-08-12,0,NA
Houston Dynamo,0.7071511924354597,1,2017,2017-08-12,NA,0
FC Dallas,0.7607537683635517,0.5,2017,2017-08-12,NA,NA
New England Revolution,0.5619035428845534,1,2017,2017-08-12,NA,0
Philadelphia Union,0.637199430333315,0,2017,2017-08-12,NA,1
Columbus Crew,0.4995533625828605,1,2017,2017-08-12,1,NA
New York Red Bulls,0.7502826914517594,1,2017,2017-08-12,NA,0
Toronto FC,0.7725737256850812,1,2017,2017-08-12,NA,0
Seattle Sounders,0.666174604464114,1,2017,2017-08-12,NA,0
New York City,0.5237573886851661,1,2017,2017-08-12,NA,0
San Jose Earthquakes,0.29284880756454035,0,2017,2017-08-12,0,NA
Colorado Rapids,0.23924623163644831,0.5,2017,2017-08-12,NA,NA
Vancouver Whitecaps,0.43809645711544665,0,2017,2017-08-12,0,NA
Montreal Impact,0.36280056966668495,1,2017,2017-08-12,1,NA
Chicago Fire,0.5004466374171395,0,2017,2017-08-12,NA,1
Orlando City,0.2497173085482406,0,2017,2017-08-12,0,NA
Portland Timbers,0.2274262743149188,0,2017,2017-08-12,0,NA
Sporting Kansas City,0.33382539553588597,0,2017,2017-08-12,0,NA
DC United,0.5369909018567317,0,2017,2017-08-13,NA,1
Real Salt Lake,0.4630090981432683,1,2017,2017-08-13,1,NA
Montreal Impact,0.5841588286120152,1,2017,2017-08-16,NA,0
Chicago Fire,0.4158411713879848,0,2017,2017-08-16,0,NA
Portland Timbers,0.55475897256611,1,2017,2017-08-18,NA,0
New York Red Bulls,0.44524102743389005,0,2017,2017-08-18,0,NA
San Jose Earthquakes,0.6289472109486841,0.5,2017,2017-08-19,NA,NA
Vancouver Whitecaps,0.6310151751164954,1,2017,2017-08-19,NA,0
Colorado Rapids,0.7332299974559858,0,2017,2017-08-19,NA,1
Sporting Kansas City,0.6489742927897738,1,2017,2017-08-19,NA,0
Chicago Fire,0.5143623287225934,0,2017,2017-08-19,NA,1
Montreal Impact,0.7129228696163864,1,2017,2017-08-19,NA,0
Orlando City,0.5826918143548506,0.5,2017,2017-08-19,NA,NA
Philadelphia Union,0.3710527890513159,0.5,2017,2017-08-19,NA,NA
Houston Dynamo,0.3689848248835046,0,2017,2017-08-19,0,NA
DC United,0.2667700025440142,1,2017,2017-08-19,1,NA
FC Dallas,0.3510257072102262,0,2017,2017-08-19,0,NA
Toronto FC,0.48563767127740665,1,2017,2017-08-19,1,NA
Real Salt Lake,0.2870771303836136,0,2017,2017-08-19,0,NA
Columbus Crew,0.4173081856451494,0.5,2017,2017-08-19,NA,NA
Seattle Sounders,0.8345942655056633,1,2017,2017-08-20,NA,0
New York City,0.7622044112997642,1,2017,2017-08-20,NA,0
Minnesota,0.1654057344943367,0,2017,2017-08-20,0,NA
New England Revolution,0.23779558870023576,0,2017,2017-08-20,0,NA
Portland Timbers,0.7386970316550221,1,2017,2017-08-23,NA,0
Real Salt Lake,0.6612803523067041,1,2017,2017-08-23,NA,0
Vancouver Whitecaps,0.565136937139455,0.5,2017,2017-08-23,NA,NA
FC Dallas,0.6479700545825192,0.5,2017,2017-08-23,NA,NA
Toronto FC,0.8373135292154943,1,2017,2017-08-23,NA,0
Columbus Crew,0.7104379310613961,1,2017,2017-08-23,NA,0
DC United,0.3978627253000714,1,2017,2017-08-23,1,NA
Colorado Rapids,0.2613029683449779,0,2017,2017-08-23,0,NA
San Jose Earthquakes,0.3387196476932959,0,2017,2017-08-23,0,NA
Seattle Sounders,0.434863062860545,0.5,2017,2017-08-23,NA,NA
Houston Dynamo,0.3520299454174808,0.5,2017,2017-08-23,NA,NA
Philadelphia Union,0.1626864707845057,0,2017,2017-08-23,0,NA
Los Angeles Galaxy,0.2895620689386039,0,2017,2017-08-23,0,NA
Atlanta United,0.6021372746999286,0,2017,2017-08-23,NA,1
New York Red Bulls,0.5692994639683174,0.5,2017,2017-08-25,NA,NA
New York City,0.43070053603168257,0.5,2017,2017-08-25,NA,NA
Real Salt Lake,0.7071657133189946,1,2017,2017-08-26,NA,0
Chicago Fire,0.783860179045062,0,2017,2017-08-26,NA,1
Columbus Crew,0.6155502918258583,1,2017,2017-08-26,NA,0
Orlando City,0.5265228960566923,0,2017,2017-08-26,NA,1
DC United,0.537296733856927,1,2017,2017-08-26,NA,0
Philadelphia Union,0.5086710122278383,0.5,2017,2017-08-26,NA,NA
Colorado Rapids,0.2928342866810054,0,2017,2017-08-26,0,NA
Minnesota,0.216139820954938,1,2017,2017-08-26,1,NA
FC Dallas,0.3844497081741417,0,2017,2017-08-26,0,NA
Vancouver Whitecaps,0.47347710394330766,1,2017,2017-08-26,1,NA
New England Revolution,0.462703266143073,0,2017,2017-08-26,0,NA
Atlanta United,0.4913289877721617,0.5,2017,2017-08-26,NA,NA
Seattle Sounders,0.7240559277886564,0.5,2017,2017-08-27,NA,NA
Los Angeles Galaxy,0.6329725120228668,0,2017,2017-08-27,NA,1
Montreal Impact,0.48408826243313546,0,2017,2017-08-27,0,NA
Portland Timbers,0.27594407221134365,0.5,2017,2017-08-27,NA,NA
San Jose Earthquakes,0.36702748797713325,1,2017,2017-08-27,1,NA
Toronto FC,0.5159117375668645,1,2017,2017-08-27,NA,0
Los Angeles Galaxy,0.6224412709046264,1,2017,2017-09-02,NA,0
FC Dallas,0.6021875246212787,0.5,2017,2017-09-02,NA,NA
Montreal Impact,0.6715064406901224,0,2017,2017-09-02,NA,1
New England Revolution,0.6842522126295959,1,2017,2017-09-02,NA,0
Colorado Rapids,0.3775587290953736,0,2017,2017-09-02,0,NA
New York Red Bulls,0.39781247537872133,0.5,2017,2017-09-02,NA,NA
Chicago Fire,0.32849355930987756,1,2017,2017-09-02,1,NA
Orlando City,0.3157477873704041,0,2017,2017-09-02,0,NA
New York City,0.6888124789660554,1,2017,2017-09-06,NA,0
Sporting Kansas City,0.31118752103394465,0,2017,2017-09-06,0,NA
Vancouver Whitecaps,0.7036533102613637,1,2017,2017-09-09,NA,0
Houston Dynamo,0.7854082203318941,0,2017,2017-09-09,NA,1
Minnesota,0.5849612063616071,0.5,2017,2017-09-09,NA,NA
New England Revolution,0.6054002353375468,1,2017,2017-09-09,NA,0
DC United,0.6357216003392675,0,2017,2017-09-09,NA,1
New York City,0.7367223171299948,0,2017,2017-09-09,NA,1
Toronto FC,0.8576986511310811,1,2017,2017-09-09,NA,0
Chicago Fire,0.6045768019745622,0.5,2017,2017-09-09,NA,NA
Real Salt Lake,0.2963466897386363,0,2017,2017-09-09,0,NA
Colorado Rapids,0.21459177966810594,1,2017,2017-09-09,1,NA
Philadelphia Union,0.4150387936383929,0.5,2017,2017-09-09,NA,NA
Montreal Impact,0.39459976466245317,0,2017,2017-09-09,0,NA
Orlando City,0.3642783996607325,1,2017,2017-09-09,1,NA
Portland Timbers,0.2632776828700052,1,2017,2017-09-09,1,NA
San Jose Earthquakes,0.14230134886891888,0,2017,2017-09-09,0,NA
New York Red Bulls,0.3954231980254378,0.5,2017,2017-09-09,NA,NA
Seattle Sounders,0.8212320140529292,0.5,2017,2017-09-10,NA,NA
Atlanta United,0.6901564291842546,1,2017,2017-09-10,NA,0
Columbus Crew,0.5895223939394226,0.5,2017,2017-09-10,NA,NA
Los Angeles Galaxy,0.17876798594707077,0.5,2017,2017-09-10,NA,NA
FC Dallas,0.30984357081574543,0,2017,2017-09-10,0,NA
Sporting Kansas City,0.41047760606057737,0.5,2017,2017-09-10,NA,NA
Vancouver Whitecaps,0.795559119641313,1,2017,2017-09-13,NA,0
Atlanta United,0.7264805795762455,1,2017,2017-09-13,NA,0
Minnesota,0.20444088035868702,0,2017,2017-09-13,0,NA
New England Revolution,0.27351942042375454,0,2017,2017-09-13,0,NA
Los Angeles Galaxy,0.2925693748340695,0,2017,2017-09-16,0,NA
San Jose Earthquakes,0.5689964620011534,1,2017,2017-09-16,NA,0
Real Salt Lake,0.5604570444344251,1,2017,2017-09-16,NA,0
Colorado Rapids,0.4022215409021572,0.5,2017,2017-09-16,NA,NA
Chicago Fire,0.7725845174356518,1,2017,2017-09-16,NA,0
Sporting Kansas City,0.7316817758672622,1,2017,2017-09-16,NA,0
FC Dallas,0.5342926293458592,0.5,2017,2017-09-16,NA,NA
Montreal Impact,0.7549065590248578,0,2017,2017-09-16,NA,1
Vancouver Whitecaps,0.6990543922330748,0.5,2017,2017-09-16,NA,NA
Atlanta United,0.8005714622494188,0.5,2017,2017-09-16,NA,NA
Toronto FC,0.7074306251659306,1,2017,2017-09-16,NA,0
Houston Dynamo,0.4310035379988466,0,2017,2017-09-16,0,NA
Portland Timbers,0.4395429555655749,0,2017,2017-09-16,0,NA
New York City,0.5977784590978428,0.5,2017,2017-09-16,NA,NA
DC United,0.22741548256434818,0,2017,2017-09-16,0,NA
New England Revolution,0.26831822413273776,0,2017,2017-09-16,0,NA
Seattle Sounders,0.4657073706541408,0.5,2017,2017-09-16,NA,NA
Minnesota,0.24509344097514218,1,2017,2017-09-16,1,NA
Columbus Crew,0.30094560776692525,0.5,2017,2017-09-16,NA,NA
Orlando City,0.19942853775058123,0.5,2017,2017-09-16,NA,NA
New York Red Bulls,0.7475900119577004,0.5,2017,2017-09-17,NA,NA
Philadelphia Union,0.25240998804229964,0.5,2017,2017-09-17,NA,NA
Toronto FC,0.8556759066161671,0,2017,2017-09-20,NA,1
Atlanta United,0.8163796781853884,1,2017,2017-09-20,NA,0
Montreal Impact,0.1443240933838329,1,2017,2017-09-20,1,NA
Los Angeles Galaxy,0.18362032181461163,0,2017,2017-09-20,0,NA
Vancouver Whitecaps,0.7932291762129422,1,2017,2017-09-23,NA,0
Real Salt Lake,0.5294785559412793,1,2017,2017-09-23,NA,0
Minnesota,0.5368830768799434,1,2017,2017-09-23,NA,0
Columbus Crew,0.6074594618853236,1,2017,2017-09-23,NA,0
DC United,0.5424810660016454,1,2017,2017-09-23,NA,0
Philadelphia Union,0.5559362677039364,1,2017,2017-09-23,NA,0
New England Revolution,0.3714167776701987,1,2017,2017-09-23,1,NA
New York City,0.7481449416065634,0.5,2017,2017-09-23,NA,NA
Colorado Rapids,0.2067708237870578,0,2017,2017-09-23,0,NA
Seattle Sounders,0.47052144405872065,0,2017,2017-09-23,0,NA
FC Dallas,0.4631169231200566,0,2017,2017-09-23,0,NA
New York Red Bulls,0.3925405381146764,0,2017,2017-09-23,0,NA
San Jose Earthquakes,0.45751893399835464,0,2017,2017-09-23,0,NA
Chicago Fire,0.44406373229606355,0,2017,2017-09-23,0,NA
Toronto FC,0.62858322232980135,0,2017,2017-09-23,NA,1
Houston Dynamo,0.2518550583934366,0.5,2017,2017-09-23,NA,NA
Portland Timbers,0.7474155285849159,1,2017,2017-09-24,NA,0
Atlanta United,0.7223755186538319,1,2017,2017-09-24,NA,0
Sporting Kansas City,0.8165267411636579,1,2017,2017-09-24,NA,0
Orlando City,0.2525844714150841,0,2017,2017-09-24,0,NA
Montreal Impact,0.27762448134616813,0,2017,2017-09-24,0,NA
Los Angeles Galaxy,0.18347325883634213,0,2017,2017-09-24,0,NA
San Jose Earthquakes,0.5491370049840997,0,2017,2017-09-27,NA,1
Seattle Sounders,0.639909639682194,1,2017,2017-09-27,NA,0
Houston Dynamo,0.7615457657487514,0.5,2017,2017-09-27,NA,NA
FC Dallas,0.7188497662368549,1,2017,2017-09-27,NA,0
Montreal Impact,0.5360042923924783,0,2017,2017-09-27,NA,1
New York Red Bulls,0.7774662928247873,0.5,2017,2017-09-27,NA,NA
Orlando City,0.5700075907633891,1,2017,2017-09-27,NA,0
Atlanta United,0.7693314126455004,1,2017,2017-09-27,NA,0
Chicago Fire,0.4508629950159003,1,2017,2017-09-27,1,NA
Vancouver Whitecaps,0.36009036031780595,0,2017,2017-09-27,0,NA
Los Angeles Galaxy,0.23845423425124856,0.5,2017,2017-09-27,NA,NA
Colorado Rapids,0.2811502337631451,0,2017,2017-09-27,0,NA
New York City,0.46399570760752173,1,2017,2017-09-27,1,NA
DC United,0.2225337071752127,0.5,2017,2017-09-27,NA,NA
New England Revolution,0.42999240923661086,0,2017,2017-09-27,0,NA
Philadelphia Union,0.23066858735449958,0,2017,2017-09-27,0,NA
Los Angeles Galaxy,0.4895312642490386,0.5,2017,2017-09-30,NA,NA
San Jose Earthquakes,0.4671500239310154,1,2017,2017-09-30,1,NA
Colorado Rapids,0.5209087182509925,1,2017,2017-09-30,NA,0
Sporting Kansas City,0.6712468953395709,0,2017,2017-09-30,NA,1
Chicago Fire,0.5588987868138896,0.5,2017,2017-09-30,NA,NA
Houston Dynamo,0.7057647919922,1,2017,2017-09-30,NA,0
Columbus Crew,0.7653234976940714,1,2017,2017-09-30,NA,0
New England Revolution,0.44954524202915275,0.5,2017,2017-09-30,NA,NA
Toronto FC,0.7810710508904917,1,2017,2017-09-30,NA,0
Orlando City,0.5936764578995747,0.5,2017,2017-09-30,NA,NA
Real Salt Lake,0.5104687357509614,0.5,2017,2017-09-30,NA,NA
Portland Timbers,0.5328499760689847,0,2017,2017-09-30,NA,1
Montreal Impact,0.4790912817490075,0,2017,2017-09-30,0,NA
Vancouver Whitecaps,0.32875310466042906,1,2017,2017-09-30,1,NA
New York City,0.4411012131861104,0.5,2017,2017-09-30,NA,NA
Minnesota,0.2942352080078,0,2017,2017-09-30,0,NA
DC United,0.23467650230592862,0,2017,2017-09-30,0,NA
Atlanta United,0.5504547579708472,0.5,2017,2017-09-30,NA,NA
New York Red Bulls,0.21892894910950833,0,2017,2017-09-30,0,NA
FC Dallas,0.4063235421004253,0.5,2017,2017-09-30,NA,NA
Philadelphia Union,0.4955142627017474,1,2017,2017-10-01,1,NA
Seattle Sounders,0.5044857372982525,0,2017,2017-10-01,NA,1
Atlanta United,0.8189622596531162,0,2017,2017-10-03,NA,1
Minnesota,0.1810377403468838,1,2017,2017-10-03,1,NA
Colorado Rapids,0.5372432242934043,0.5,2017,2017-10-07,NA,NA
Minnesota,0.5057429018988617,0.5,2017,2017-10-07,NA,NA
New York Red Bulls,0.5818366957420339,1,2017,2017-10-07,NA,0
FC Dallas,0.4627567757065957,0.5,2017,2017-10-07,NA,NA
Sporting Kansas City,0.49425709810113827,0.5,2017,2017-10-07,NA,NA
Vancouver Whitecaps,0.4181633042579661,0,2017,2017-10-07,0,NA
Houston Dynamo,0.5718962105239799,1,2017,2017-10-11,NA,0
Sporting Kansas City,0.4281037894760201,0,2017,2017-10-11,0,NA
Colorado Rapids,0.5042847724363566,1,2017,2017-10-15,NA,0
Los Angeles Galaxy,0.5723363257261239,1,2017,2017-10-15,NA,0
Portland Timbers,0.778177798682248,1,2017,2017-10-15,NA,0
Seattle Sounders,0.7199080767785269,1,2017,2017-10-15,NA,0
Sporting Kansas City,0.6777413492790116,0.5,2017,2017-10-15,NA,NA
Vancouver Whitecaps,0.7689440185600874,0.5,2017,2017-10-15,NA,NA
Chicago Fire,0.6938986362684729,1,2017,2017-10-15,NA,0
New England Revolution,0.4606709701598594,1,2017,2017-10-15,1,NA
New York Red Bulls,0.580294255710701,0.5,2017,2017-10-15,NA,NA
Orlando City,0.5248519740910398,0,2017,2017-10-15,NA,1
Toronto FC,0.8294144483831484,1,2017,2017-10-15,NA,0
Real Salt Lake,0.4957152275636434,0,2017,2017-10-15,0,NA
Minnesota,0.4276636742738761,0,2017,2017-10-15,0,NA
DC United,0.221822201317752,0,2017,2017-10-15,0,NA
FC Dallas,0.28009192322147314,0,2017,2017-10-15,0,NA
Houston Dynamo,0.32225865072098836,0.5,2017,2017-10-15,NA,NA
San Jose Earthquakes,0.23105598143991257,0.5,2017,2017-10-15,NA,NA
Philadelphia Union,0.3061013637315271,0,2017,2017-10-15,0,NA
New York City,0.5393290298401405,0,2017,2017-10-15,NA,1
Atlanta United,0.41970574428929897,0.5,2017,2017-10-15,NA,NA
Columbus Crew,0.4751480259089602,1,2017,2017-10-15,1,NA
Montreal Impact,0.17058555161685163,0,2017,2017-10-15,0,NA
Atlanta United,0.5321868711911696,0.5,2017,2017-10-22,NA,NA
DC United,0.45667549762395226,0,2017,2017-10-22,0,NA
FC Dallas,0.7094078255346955,1,2017,2017-10-22,NA,0
Houston Dynamo,0.6106581529983268,1,2017,2017-10-22,NA,0
Montreal Impact,0.6357690109564271,0,2017,2017-10-22,NA,1
New York City,0.6817465565992942,0.5,2017,2017-10-22,NA,NA
Philadelphia Union,0.6936458985136833,1,2017,2017-10-22,NA,0
Portland Timbers,0.6464692669012158,1,2017,2017-10-22,NA,0
Real Salt Lake,0.5907287902873858,1,2017,2017-10-22,NA,0
San Jose Earthquakes,0.6431684923074641,1,2017,2017-10-22,NA,0
Seattle Sounders,0.7997548640992939,1,2017,2017-10-22,NA,0
Toronto FC,0.4678131288088304,0.5,2017,2017-10-22,NA,NA
New York Red Bulls,0.5433245023760478,1,2017,2017-10-22,NA,0
Los Angeles Galaxy,0.2905921744653045,0,2017,2017-10-22,0,NA
Chicago Fire,0.3893418470016732,0,2017,2017-10-22,0,NA
New England Revolution,0.3642309890435729,1,2017,2017-10-22,1,NA
Columbus Crew,0.3182534434007058,0.5,2017,2017-10-22,NA,NA
Orlando City,0.3063541014863167,0,2017,2017-10-22,0,NA
Vancouver Whitecaps,0.35353073309878424,0,2017,2017-10-22,0,NA
Sporting Kansas City,0.4092712097126142,0,2017,2017-10-22,0,NA
Minnesota,0.3568315076925359,0,2017,2017-10-22,0,NA
Colorado Rapids,0.20024513590070614,0,2017,2017-10-22,0,NA
Vancouver Whitecaps,0.7368976706271438,1,2017,2017-10-25,NA,0
Chicago Fire,0.6107490117467214,0,2017,2017-10-25,NA,1
San Jose Earthquakes,0.26310232937285616,0,2017,2017-10-25,0,NA
New York Red Bulls,0.38925098825327864,1,2017,2017-10-25,1,NA
Houston Dynamo,0.6474085900264431,1,2017,2017-10-26,NA,0
Atlanta United,0.6760416120547693,0,2017,2017-10-26,NA,1
Sporting Kansas City,0.35259140997355687,0,2017,2017-10-26,0,NA
Columbus Crew,0.3239583879452307,1,2017,2017-10-26,1,NA
Vancouver Whitecaps,0.5900360979563358,0.5,2017,2017-10-29,NA,NA
Seattle Sounders,0.4099639020436642,0.5,2017,2017-10-29,NA,NA
Houston Dynamo,0.6297503934900168,0.5,2017,2017-10-30,NA,NA
New York Red Bulls,0.5179745078789713,0,2017,2017-10-30,NA,1
Portland Timbers,0.3702496065099832,0.5,2017,2017-10-30,NA,NA
Toronto FC,0.48202549212102874,1,2017,2017-10-30,1,NA
Columbus Crew,0.6302057684166971,1,2017,2017-10-31,NA,0
New York City,0.36979423158330293,0,2017,2017-10-31,0,NA
Seattle Sounders,0.692547416907876,1,2017,2017-11-02,NA,0
Vancouver Whitecaps,0.307452583092124,0,2017,2017-11-02,0,NA
Portland Timbers,0.6583607675088202,0,2017,2017-11-05,NA,1
New York City,0.6081116495068395,1,2017,2017-11-05,NA,0
Toronto FC,0.772500596504248,0,2017,2017-11-05,NA,1
Houston Dynamo,0.3416392324911798,1,2017,2017-11-05,1,NA
Columbus Crew,0.3918883504931605,0,2017,2017-11-05,0,NA
New York Red Bulls,0.22749940349575204,1,2017,2017-11-05,1,NA
Houston Dynamo,0.591310798953354,0,2017,2017-11-21,NA,1
Columbus Crew,0.5241799297482184,0.5,2017,2017-11-21,NA,NA
Seattle Sounders,0.40868920104664597,1,2017,2017-11-21,1,NA
Toronto FC,0.47582007025178163,0.5,2017,2017-11-21,NA,NA
Toronto FC,0.7429156907693051,1,2017,2017-11-29,NA,0
Columbus Crew,0.2570843092306949,0,2017,2017-11-29,0,NA
Seattle Sounders,0.7363306793850383,1,2017,2017-11-30,NA,0
Houston Dynamo,0.26366932061496173,0,2017,2017-11-30,0,NA
Toronto FC,0.6877165720019196,1,2017,2017-12-09,NA,0
Seattle Sounders,0.3122834279980804,0,2017,2017-12-09,0,NA
San Jose Earthquakes,0.6454923247929238,1,2018,2018-03-03,NA,0
FC Dallas,0.6251234542081958,0.5,2018,2018-03-03,NA,NA
Orlando City,0.6660145759448217,0.5,2018,2018-03-03,NA,NA
Philadelphia Union,0.6421787819093375,1,2018,2018-03-03,NA,0
Houston Dynamo,0.6062745406771758,1,2018,2018-03-03,NA,0
Toronto FC,0.7207964723857863,0,2018,2018-03-03,NA,1
Minnesota,0.35450767520707616,0,2018,2018-03-03,0,NA
Real Salt Lake,0.3748765457918042,0.5,2018,2018-03-03,NA,NA
DC United,0.3339854240551783,0.5,2018,2018-03-03,NA,NA
New England Revolution,0.3578212180906625,0,2018,2018-03-03,0,NA
Atlanta United,0.3937254593228242,0,2018,2018-03-03,0,NA
Columbus Crew,0.27920352761421374,1,2018,2018-03-03,1,NA
Los Angeles Galaxy,0.5354984135050938,1,2018,2018-03-04,NA,0
Sporting Kansas City,0.5951438030744254,0,2018,2018-03-04,NA,1
Vancouver Whitecaps,0.6913947539026581,1,2018,2018-03-04,NA,0
Seattle Sounders,0.720115249493364,0,2018,2018-03-04,NA,1
Portland Timbers,0.46450158649490625,0,2018,2018-03-04,0,NA
New York City,0.4048561969255746,1,2018,2018-03-04,1,NA
Montreal Impact,0.30860524609734186,0,2018,2018-03-04,0,NA
Los Angeles FC,0.27988475050663597,1,2018,2018-03-04,1,NA
Orlando City,0.6428257007717104,0,2018,2018-03-10,NA,1
New York Red Bulls,0.6859444298934266,1,2018,2018-03-10,NA,0
Chicago Fire,0.6490523536260433,0,2018,2018-03-10,NA,1
Houston Dynamo,0.649712790806002,0,2018,2018-03-10,NA,1
Real Salt Lake,0.6263351817576509,0,2018,2018-03-10,NA,1
New England Revolution,0.6809212880301122,1,2018,2018-03-10,NA,0
Columbus Crew,0.7545599447514864,1,2018,2018-03-10,NA,0
Minnesota,0.3571742992282896,1,2018,2018-03-10,1,NA
Portland Timbers,0.31405557010657337,0,2018,2018-03-10,0,NA
Sporting Kansas City,0.3509476463739567,1,2018,2018-03-10,1,NA
Vancouver Whitecaps,0.35028720919399803,1,2018,2018-03-10,1,NA
Los Angeles FC,0.3736648182423491,1,2018,2018-03-10,1,NA
Colorado Rapids,0.3190787119698878,0,2018,2018-03-10,0,NA
Montreal Impact,0.24544005524851364,0,2018,2018-03-10,0,NA
New York City,0.7681768427812694,1,2018,2018-03-11,NA,0
Atlanta United,0.7395837250529694,1,2018,2018-03-11,NA,0
Los Angeles Galaxy,0.2318231572187306,0,2018,2018-03-11,0,NA
DC United,0.26041627494703057,0,2018,2018-03-11,0,NA
Real Salt Lake,0.5297784455864798,1,2018,2018-03-17,NA,0
Sporting Kansas City,0.6857164533132452,1,2018,2018-03-17,NA,0
Atlanta United,0.6276078090891558,1,2018,2018-03-17,NA,0
New York City,0.795428795123036,1,2018,2018-03-17,NA,0
Montreal Impact,0.48007989267038875,1,2018,2018-03-17,1,NA
Minnesota,0.6173823140205635,1,2018,2018-03-17,NA,0
